name,hour,day,weekday,month,year,availableSpotNumber,total,occupation
Cruz De Humilladero,18,30,7,10,2021,63,217,0.71
Alcazaba,18,30,7,10,2021,186,378,0.51
San Juan De La Cruz,18,30,7,10,2021,0,487,1
Pz. de la Marina,18,30,7,10,2021,0,430,1
Tejón y Rodriguez,18,30,7,10,2021,79,187,0.58
Salitre,17,30,7,10,2021,5,435,0.99
Cervantes,17,30,7,10,2021,30,409,0.93
El Palo,17,30,7,10,2021,67,127,0.47
Av. de Andalucía,17,30,7,10,2021,1,613,1
Camas,17,30,7,10,2021,248,350,0.29
Cruz De Humilladero,17,30,7,10,2021,63,217,0.71
Alcazaba,17,30,7,10,2021,186,378,0.51
San Juan De La Cruz,17,30,7,10,2021,0,487,1
Pz. de la Marina,17,30,7,10,2021,0,430,1
Tejón y Rodriguez,17,30,7,10,2021,79,187,0.58
Salitre,16,30,7,10,2021,2,435,1
Cervantes,16,30,7,10,2021,24,409,0.94
El Palo,16,30,7,10,2021,53,127,0.58
Av. de Andalucía,16,30,7,10,2021,0,613,1
Camas,16,30,7,10,2021,248,350,0.29
Cruz De Humilladero,16,30,7,10,2021,60,217,0.72
Alcazaba,16,30,7,10,2021,186,378,0.51
San Juan De La Cruz,16,30,7,10,2021,94,487,0.81
Pz. de la Marina,16,30,7,10,2021,0,430,1
Tejón y Rodriguez,16,30,7,10,2021,79,187,0.58
Salitre,15,30,7,10,2021,3,435,0.99
Cervantes,15,30,7,10,2021,4,409,0.99
El Palo,15,30,7,10,2021,48,127,0.62
Av. de Andalucía,15,30,7,10,2021,103,613,0.83
Camas,15,30,7,10,2021,248,350,0.29
Cruz De Humilladero,15,30,7,10,2021,69,217,0.68
Alcazaba,15,30,7,10,2021,186,378,0.51
San Juan De La Cruz,15,30,7,10,2021,140,487,0.71
Pz. de la Marina,15,30,7,10,2021,0,430,1
Tejón y Rodriguez,15,30,7,10,2021,79,187,0.58
Salitre,14,30,7,10,2021,115,435,0.74
Cervantes,14,30,7,10,2021,1,409,1
El Palo,14,30,7,10,2021,51,127,0.6
Av. de Andalucía,14,30,7,10,2021,168,613,0.73
Camas,14,30,7,10,2021,248,350,0.29
Cruz De Humilladero,14,30,7,10,2021,71,217,0.67
Alcazaba,14,30,7,10,2021,186,378,0.51
San Juan De La Cruz,14,30,7,10,2021,205,487,0.58
Pz. de la Marina,14,30,7,10,2021,0,430,1
Tejón y Rodriguez,14,30,7,10,2021,75,187,0.6
Salitre,13,30,7,10,2021,115,435,0.74
Cervantes,13,30,7,10,2021,139,409,0.66
El Palo,13,30,7,10,2021,34,127,0.73
Av. de Andalucía,13,30,7,10,2021,225,613,0.63
Camas,13,30,7,10,2021,248,350,0.29
Cruz De Humilladero,13,30,7,10,2021,71,217,0.67
Alcazaba,13,30,7,10,2021,222,378,0.41
San Juan De La Cruz,13,30,7,10,2021,242,487,0.5
Pz. de la Marina,13,30,7,10,2021,0,430,1
Tejón y Rodriguez,13,30,7,10,2021,68,187,0.64
Salitre,12,30,7,10,2021,169,435,0.61
Cervantes,12,30,7,10,2021,217,409,0.47
El Palo,12,30,7,10,2021,30,127,0.76
Av. de Andalucía,12,30,7,10,2021,323,613,0.47
Camas,12,30,7,10,2021,248,350,0.29
Cruz De Humilladero,12,30,7,10,2021,69,217,0.68
Alcazaba,12,30,7,10,2021,222,378,0.41
San Juan De La Cruz,12,30,7,10,2021,278,487,0.43
Pz. de la Marina,12,30,7,10,2021,10,430,0.98
Tejón y Rodriguez,12,30,7,10,2021,56,187,0.7
Salitre,11,30,7,10,2021,228,435,0.48
Cervantes,11,30,7,10,2021,264,409,0.35
El Palo,11,30,7,10,2021,37,127,0.71
Av. de Andalucía,11,30,7,10,2021,409,613,0.33
Camas,11,30,7,10,2021,248,350,0.29
Cruz De Humilladero,11,30,7,10,2021,81,217,0.63
Alcazaba,11,30,7,10,2021,222,378,0.41
San Juan De La Cruz,11,30,7,10,2021,301,487,0.38
Pz. de la Marina,11,30,7,10,2021,10,430,0.98
Tejón y Rodriguez,11,30,7,10,2021,70,187,0.63
Salitre,10,30,7,10,2021,228,435,0.48
Cervantes,10,30,7,10,2021,278,409,0.32
El Palo,10,30,7,10,2021,42,127,0.67
Av. de Andalucía,10,30,7,10,2021,462,613,0.25
Camas,10,30,7,10,2021,248,350,0.29
Cruz De Humilladero,10,30,7,10,2021,81,217,0.63
Alcazaba,10,30,7,10,2021,222,378,0.41
San Juan De La Cruz,10,30,7,10,2021,305,487,0.37
Pz. de la Marina,10,30,7,10,2021,10,430,0.98
Tejón y Rodriguez,10,30,7,10,2021,83,187,0.56
Salitre,9,30,7,10,2021,255,435,0.41
Cervantes,9,30,7,10,2021,289,409,0.29
El Palo,9,30,7,10,2021,82,127,0.35
Av. de Andalucía,9,30,7,10,2021,482,613,0.21
Camas,9,30,7,10,2021,248,350,0.29
Cruz De Humilladero,9,30,7,10,2021,90,217,0.59
Alcazaba,9,30,7,10,2021,222,378,0.41
San Juan De La Cruz,9,30,7,10,2021,305,487,0.37
Pz. de la Marina,9,30,7,10,2021,0,430,1
Tejón y Rodriguez,9,30,7,10,2021,79,187,0.58
Salitre,8,30,7,10,2021,255,435,0.41
Cervantes,8,30,7,10,2021,296,409,0.28
El Palo,8,30,7,10,2021,82,127,0.35
Av. de Andalucía,8,30,7,10,2021,491,613,0.2
Camas,8,30,7,10,2021,248,350,0.29
Cruz De Humilladero,8,30,7,10,2021,93,217,0.57
Alcazaba,8,30,7,10,2021,222,378,0.41
San Juan De La Cruz,8,30,7,10,2021,305,487,0.37
Pz. de la Marina,8,30,7,10,2021,0,430,1
Tejón y Rodriguez,8,30,7,10,2021,79,187,0.58
Salitre,7,30,7,10,2021,258,435,0.41
Cervantes,7,30,7,10,2021,294,409,0.28
El Palo,7,30,7,10,2021,81,127,0.36
Av. de Andalucía,7,30,7,10,2021,492,613,0.2
Camas,7,30,7,10,2021,248,350,0.29
Cruz De Humilladero,7,30,7,10,2021,93,217,0.57
Alcazaba,7,30,7,10,2021,222,378,0.41
San Juan De La Cruz,7,30,7,10,2021,306,487,0.37
Pz. de la Marina,7,30,7,10,2021,0,430,1
Tejón y Rodriguez,7,30,7,10,2021,77,187,0.59
Salitre,6,30,7,10,2021,257,435,0.41
Cervantes,6,30,7,10,2021,296,409,0.28
El Palo,6,30,7,10,2021,81,127,0.36
Av. de Andalucía,6,30,7,10,2021,461,613,0.25
Camas,6,30,7,10,2021,248,350,0.29
Cruz De Humilladero,6,30,7,10,2021,93,217,0.57
Alcazaba,6,30,7,10,2021,222,378,0.41
San Juan De La Cruz,6,30,7,10,2021,308,487,0.37
Pz. de la Marina,6,30,7,10,2021,0,430,1
Tejón y Rodriguez,6,30,7,10,2021,81,187,0.57
Salitre,5,30,7,10,2021,256,435,0.41
Cervantes,5,30,7,10,2021,295,409,0.28
El Palo,5,30,7,10,2021,80,127,0.37
Av. de Andalucía,5,30,7,10,2021,461,613,0.25
Camas,5,30,7,10,2021,248,350,0.29
Cruz De Humilladero,5,30,7,10,2021,93,217,0.57
Alcazaba,5,30,7,10,2021,222,378,0.41
San Juan De La Cruz,5,30,7,10,2021,308,487,0.37
Pz. de la Marina,5,30,7,10,2021,0,430,1
Tejón y Rodriguez,5,30,7,10,2021,77,187,0.59
Salitre,4,30,7,10,2021,256,435,0.41
Cervantes,4,30,7,10,2021,295,409,0.28
El Palo,4,30,7,10,2021,81,127,0.36
Av. de Andalucía,4,30,7,10,2021,461,613,0.25
Camas,4,30,7,10,2021,248,350,0.29
Cruz De Humilladero,4,30,7,10,2021,93,217,0.57
Alcazaba,4,30,7,10,2021,222,378,0.41
San Juan De La Cruz,4,30,7,10,2021,308,487,0.37
Pz. de la Marina,4,30,7,10,2021,0,430,1
Tejón y Rodriguez,4,30,7,10,2021,59,187,0.68
Salitre,3,30,7,10,2021,255,435,0.41
Cervantes,3,30,7,10,2021,295,409,0.28
El Palo,3,30,7,10,2021,81,127,0.36
Av. de Andalucía,3,30,7,10,2021,460,613,0.25
Camas,3,30,7,10,2021,248,350,0.29
Cruz De Humilladero,3,30,7,10,2021,93,217,0.57
Alcazaba,3,30,7,10,2021,222,378,0.41
San Juan De La Cruz,3,30,7,10,2021,308,487,0.37
Pz. de la Marina,3,30,7,10,2021,0,430,1
Tejón y Rodriguez,3,30,7,10,2021,59,187,0.68
Salitre,2,30,7,10,2021,255,435,0.41
Cervantes,2,30,7,10,2021,296,409,0.28
El Palo,2,30,7,10,2021,82,127,0.35
Av. de Andalucía,2,30,7,10,2021,458,613,0.25
Camas,2,30,7,10,2021,248,350,0.29
Cruz De Humilladero,2,30,7,10,2021,93,217,0.57
Alcazaba,2,30,7,10,2021,222,378,0.41
San Juan De La Cruz,2,30,7,10,2021,307,487,0.37
Pz. de la Marina,2,30,7,10,2021,0,430,1
Tejón y Rodriguez,2,30,7,10,2021,57,187,0.7
Salitre,1,30,7,10,2021,252,435,0.42
Cervantes,1,30,7,10,2021,296,409,0.28
El Palo,1,30,7,10,2021,82,127,0.35
Av. de Andalucía,1,30,7,10,2021,458,613,0.25
Camas,1,30,7,10,2021,248,350,0.29
Cruz De Humilladero,1,30,7,10,2021,93,217,0.57
Alcazaba,1,30,7,10,2021,222,378,0.41
San Juan De La Cruz,1,30,7,10,2021,307,487,0.37
Pz. de la Marina,1,30,7,10,2021,0,430,1
Tejón y Rodriguez,1,30,7,10,2021,45,187,0.76
Salitre,0,30,7,10,2021,181,435,0.58
Cervantes,0,30,7,10,2021,278,409,0.32
El Palo,0,30,7,10,2021,62,127,0.51
Av. de Andalucía,0,30,7,10,2021,443,613,0.28
Camas,0,30,7,10,2021,248,350,0.29
Cruz De Humilladero,0,30,7,10,2021,91,217,0.58
Alcazaba,0,30,7,10,2021,222,378,0.41
San Juan De La Cruz,0,30,7,10,2021,294,487,0.4
Pz. de la Marina,0,30,7,10,2021,0,430,1
Tejón y Rodriguez,0,30,7,10,2021,23,187,0.88
Salitre,23,29,6,10,2021,154,435,0.65
Cervantes,23,29,6,10,2021,220,409,0.46
El Palo,23,29,6,10,2021,54,127,0.57
Av. de Andalucía,23,29,6,10,2021,427,613,0.3
Camas,23,29,6,10,2021,248,350,0.29
Cruz De Humilladero,23,29,6,10,2021,66,217,0.7
Alcazaba,23,29,6,10,2021,222,378,0.41
San Juan De La Cruz,23,29,6,10,2021,291,487,0.4
Pz. de la Marina,23,29,6,10,2021,0,430,1
Tejón y Rodriguez,23,29,6,10,2021,19,187,0.9
Salitre,22,29,6,10,2021,154,435,0.65
Cervantes,22,29,6,10,2021,215,409,0.47
El Palo,22,29,6,10,2021,54,127,0.57
Av. de Andalucía,22,29,6,10,2021,399,613,0.35
Camas,22,29,6,10,2021,248,350,0.29
Cruz De Humilladero,22,29,6,10,2021,66,217,0.7
Alcazaba,22,29,6,10,2021,222,378,0.41
San Juan De La Cruz,22,29,6,10,2021,290,487,0.4
Pz. de la Marina,22,29,6,10,2021,0,430,1
Tejón y Rodriguez,22,29,6,10,2021,9,187,0.95
Salitre,21,29,6,10,2021,148,435,0.66
Cervantes,21,29,6,10,2021,225,409,0.45
El Palo,21,29,6,10,2021,55,127,0.57
Av. de Andalucía,21,29,6,10,2021,343,613,0.44
Camas,21,29,6,10,2021,248,350,0.29
Cruz De Humilladero,21,29,6,10,2021,59,217,0.73
Alcazaba,21,29,6,10,2021,222,378,0.41
San Juan De La Cruz,21,29,6,10,2021,250,487,0.49
Pz. de la Marina,21,29,6,10,2021,0,430,1
Tejón y Rodriguez,21,29,6,10,2021,14,187,0.93
Salitre,20,29,6,10,2021,146,435,0.66
Cervantes,20,29,6,10,2021,220,409,0.46
El Palo,20,29,6,10,2021,42,127,0.67
Av. de Andalucía,20,29,6,10,2021,245,613,0.6
Camas,20,29,6,10,2021,248,350,0.29
Cruz De Humilladero,20,29,6,10,2021,59,217,0.73
Alcazaba,20,29,6,10,2021,222,378,0.41
San Juan De La Cruz,20,29,6,10,2021,250,487,0.49
Pz. de la Marina,20,29,6,10,2021,0,430,1
Tejón y Rodriguez,20,29,6,10,2021,22,187,0.88
Salitre,19,29,6,10,2021,166,435,0.62
Cervantes,19,29,6,10,2021,220,409,0.46
El Palo,19,29,6,10,2021,16,127,0.87
Av. de Andalucía,19,29,6,10,2021,243,613,0.6
Camas,19,29,6,10,2021,248,350,0.29
Cruz De Humilladero,19,29,6,10,2021,60,217,0.72
Alcazaba,19,29,6,10,2021,222,378,0.41
San Juan De La Cruz,19,29,6,10,2021,242,487,0.5
Pz. de la Marina,19,29,6,10,2021,0,430,1
Tejón y Rodriguez,19,29,6,10,2021,24,187,0.87
Salitre,18,29,6,10,2021,166,435,0.62
Cervantes,18,29,6,10,2021,200,409,0.51
El Palo,18,29,6,10,2021,25,127,0.8
Av. de Andalucía,18,29,6,10,2021,302,613,0.51
Camas,18,29,6,10,2021,248,350,0.29
Cruz De Humilladero,18,29,6,10,2021,60,217,0.72
Alcazaba,18,29,6,10,2021,222,378,0.41
San Juan De La Cruz,18,29,6,10,2021,238,487,0.51
Pz. de la Marina,18,29,6,10,2021,0,430,1
Tejón y Rodriguez,18,29,6,10,2021,41,187,0.78
Salitre,17,29,6,10,2021,174,435,0.6
Cervantes,17,29,6,10,2021,192,409,0.53
El Palo,17,29,6,10,2021,40,127,0.69
Av. de Andalucía,17,29,6,10,2021,333,613,0.46
Camas,17,29,6,10,2021,248,350,0.29
Cruz De Humilladero,17,29,6,10,2021,65,217,0.7
Alcazaba,17,29,6,10,2021,222,378,0.41
San Juan De La Cruz,17,29,6,10,2021,231,487,0.53
Pz. de la Marina,17,29,6,10,2021,0,430,1
Tejón y Rodriguez,17,29,6,10,2021,75,187,0.6
Salitre,16,29,6,10,2021,174,435,0.6
Cervantes,16,29,6,10,2021,175,409,0.57
El Palo,16,29,6,10,2021,41,127,0.68
Av. de Andalucía,16,29,6,10,2021,337,613,0.45
Camas,16,29,6,10,2021,248,350,0.29
Cruz De Humilladero,16,29,6,10,2021,68,217,0.69
Alcazaba,16,29,6,10,2021,222,378,0.41
San Juan De La Cruz,16,29,6,10,2021,236,487,0.52
Pz. de la Marina,16,29,6,10,2021,0,430,1
Tejón y Rodriguez,16,29,6,10,2021,70,187,0.63
Salitre,15,29,6,10,2021,159,435,0.63
Cervantes,15,29,6,10,2021,151,409,0.63
El Palo,15,29,6,10,2021,54,127,0.57
Av. de Andalucía,15,29,6,10,2021,324,613,0.47
Camas,15,29,6,10,2021,248,350,0.29
Cruz De Humilladero,15,29,6,10,2021,65,217,0.7
Alcazaba,15,29,6,10,2021,222,378,0.41
San Juan De La Cruz,15,29,6,10,2021,226,487,0.54
Pz. de la Marina,15,29,6,10,2021,0,430,1
Tejón y Rodriguez,15,29,6,10,2021,71,187,0.62
Salitre,14,29,6,10,2021,137,435,0.69
Cervantes,14,29,6,10,2021,90,409,0.78
El Palo,14,29,6,10,2021,66,127,0.48
Av. de Andalucía,14,29,6,10,2021,223,613,0.64
Camas,14,29,6,10,2021,248,350,0.29
Cruz De Humilladero,14,29,6,10,2021,65,217,0.7
Alcazaba,14,29,6,10,2021,222,378,0.41
San Juan De La Cruz,14,29,6,10,2021,188,487,0.61
Pz. de la Marina,14,29,6,10,2021,0,430,1
Tejón y Rodriguez,14,29,6,10,2021,53,187,0.72
Salitre,13,29,6,10,2021,75,435,0.83
Cervantes,13,29,6,10,2021,53,409,0.87
El Palo,13,29,6,10,2021,33,127,0.74
Av. de Andalucía,13,29,6,10,2021,130,613,0.79
Camas,13,29,6,10,2021,248,350,0.29
Cruz De Humilladero,13,29,6,10,2021,55,217,0.75
Alcazaba,13,29,6,10,2021,222,378,0.41
San Juan De La Cruz,13,29,6,10,2021,158,487,0.68
Pz. de la Marina,13,29,6,10,2021,0,430,1
Tejón y Rodriguez,13,29,6,10,2021,43,187,0.77
Salitre,12,29,6,10,2021,75,435,0.83
Cervantes,12,29,6,10,2021,65,409,0.84
El Palo,12,29,6,10,2021,28,127,0.78
Av. de Andalucía,12,29,6,10,2021,97,613,0.84
Camas,12,29,6,10,2021,248,350,0.29
Cruz De Humilladero,12,29,6,10,2021,55,217,0.75
Alcazaba,12,29,6,10,2021,222,378,0.41
San Juan De La Cruz,12,29,6,10,2021,158,487,0.68
Pz. de la Marina,12,29,6,10,2021,0,430,1
Tejón y Rodriguez,12,29,6,10,2021,40,187,0.79
Salitre,11,29,6,10,2021,96,435,0.78
Cervantes,11,29,6,10,2021,65,409,0.84
El Palo,11,29,6,10,2021,18,127,0.86
Av. de Andalucía,11,29,6,10,2021,118,613,0.81
Camas,11,29,6,10,2021,248,350,0.29
Cruz De Humilladero,11,29,6,10,2021,51,217,0.76
Alcazaba,11,29,6,10,2021,222,378,0.41
San Juan De La Cruz,11,29,6,10,2021,166,487,0.66
Pz. de la Marina,11,29,6,10,2021,0,430,1
Tejón y Rodriguez,11,29,6,10,2021,40,187,0.79
Salitre,10,29,6,10,2021,117,435,0.73
Cervantes,10,29,6,10,2021,144,409,0.65
El Palo,10,29,6,10,2021,38,127,0.7
Av. de Andalucía,10,29,6,10,2021,202,613,0.67
Camas,10,29,6,10,2021,248,350,0.29
Cruz De Humilladero,10,29,6,10,2021,52,217,0.76
Alcazaba,10,29,6,10,2021,222,378,0.41
San Juan De La Cruz,10,29,6,10,2021,200,487,0.59
Pz. de la Marina,10,29,6,10,2021,0,430,1
Tejón y Rodriguez,10,29,6,10,2021,60,187,0.68
Salitre,9,29,6,10,2021,217,435,0.5
Cervantes,9,29,6,10,2021,228,409,0.44
El Palo,9,29,6,10,2021,57,127,0.55
Av. de Andalucía,9,29,6,10,2021,303,613,0.51
Camas,9,29,6,10,2021,248,350,0.29
Cruz De Humilladero,9,29,6,10,2021,82,217,0.62
Alcazaba,9,29,6,10,2021,222,378,0.41
San Juan De La Cruz,9,29,6,10,2021,273,487,0.44
Pz. de la Marina,9,29,6,10,2021,160,430,0.63
Tejón y Rodriguez,9,29,6,10,2021,88,187,0.53
Salitre,8,29,6,10,2021,258,435,0.41
Cervantes,8,29,6,10,2021,296,409,0.28
El Palo,8,29,6,10,2021,81,127,0.36
Av. de Andalucía,8,29,6,10,2021,399,613,0.35
Camas,8,29,6,10,2021,248,350,0.29
Cruz De Humilladero,8,29,6,10,2021,89,217,0.59
Alcazaba,8,29,6,10,2021,222,378,0.41
San Juan De La Cruz,8,29,6,10,2021,301,487,0.38
Pz. de la Marina,8,29,6,10,2021,160,430,0.63
Tejón y Rodriguez,8,29,6,10,2021,103,187,0.45
Salitre,7,29,6,10,2021,258,435,0.41
Cervantes,7,29,6,10,2021,320,409,0.22
El Palo,7,29,6,10,2021,78,127,0.39
Av. de Andalucía,7,29,6,10,2021,495,613,0.19
Camas,7,29,6,10,2021,248,350,0.29
Cruz De Humilladero,7,29,6,10,2021,89,217,0.59
Alcazaba,7,29,6,10,2021,222,378,0.41
San Juan De La Cruz,7,29,6,10,2021,301,487,0.38
Pz. de la Marina,7,29,6,10,2021,160,430,0.63
Tejón y Rodriguez,7,29,6,10,2021,105,187,0.44
Salitre,6,29,6,10,2021,207,435,0.52
Cervantes,6,29,6,10,2021,321,409,0.22
El Palo,6,29,6,10,2021,72,127,0.43
Av. de Andalucía,6,29,6,10,2021,509,613,0.17
Camas,6,29,6,10,2021,248,350,0.29
Cruz De Humilladero,6,29,6,10,2021,90,217,0.59
Alcazaba,6,29,6,10,2021,222,378,0.41
San Juan De La Cruz,6,29,6,10,2021,304,487,0.38
Pz. de la Marina,6,29,6,10,2021,160,430,0.63
Tejón y Rodriguez,6,29,6,10,2021,103,187,0.45
Salitre,5,29,6,10,2021,207,435,0.52
Cervantes,5,29,6,10,2021,322,409,0.21
El Palo,5,29,6,10,2021,72,127,0.43
Av. de Andalucía,5,29,6,10,2021,509,613,0.17
Camas,5,29,6,10,2021,248,350,0.29
Cruz De Humilladero,5,29,6,10,2021,90,217,0.59
Alcazaba,5,29,6,10,2021,222,378,0.41
San Juan De La Cruz,5,29,6,10,2021,306,487,0.37
Pz. de la Marina,5,29,6,10,2021,0,430,1
Tejón y Rodriguez,5,29,6,10,2021,99,187,0.47
Salitre,4,29,6,10,2021,208,435,0.52
Cervantes,4,29,6,10,2021,322,409,0.21
El Palo,4,29,6,10,2021,36,127,0.72
Av. de Andalucía,4,29,6,10,2021,485,613,0.21
Camas,4,29,6,10,2021,248,350,0.29
Cruz De Humilladero,4,29,6,10,2021,90,217,0.59
Alcazaba,4,29,6,10,2021,222,378,0.41
San Juan De La Cruz,4,29,6,10,2021,306,487,0.37
Pz. de la Marina,4,29,6,10,2021,0,430,1
Tejón y Rodriguez,4,29,6,10,2021,98,187,0.48
Salitre,3,29,6,10,2021,208,435,0.52
Cervantes,3,29,6,10,2021,321,409,0.22
El Palo,3,29,6,10,2021,36,127,0.72
Av. de Andalucía,3,29,6,10,2021,485,613,0.21
Camas,3,29,6,10,2021,248,350,0.29
Cruz De Humilladero,3,29,6,10,2021,90,217,0.59
Alcazaba,3,29,6,10,2021,222,378,0.41
San Juan De La Cruz,3,29,6,10,2021,306,487,0.37
Pz. de la Marina,3,29,6,10,2021,0,430,1
Tejón y Rodriguez,3,29,6,10,2021,94,187,0.5
Salitre,2,29,6,10,2021,208,435,0.52
Cervantes,2,29,6,10,2021,320,409,0.22
El Palo,2,29,6,10,2021,36,127,0.72
Av. de Andalucía,2,29,6,10,2021,485,613,0.21
Camas,2,29,6,10,2021,248,350,0.29
Cruz De Humilladero,2,29,6,10,2021,86,217,0.6
Alcazaba,2,29,6,10,2021,222,378,0.41
San Juan De La Cruz,2,29,6,10,2021,306,487,0.37
Pz. de la Marina,2,29,6,10,2021,0,430,1
Tejón y Rodriguez,2,29,6,10,2021,87,187,0.53
Salitre,1,29,6,10,2021,208,435,0.52
Cervantes,1,29,6,10,2021,263,409,0.36
El Palo,1,29,6,10,2021,36,127,0.72
Av. de Andalucía,1,29,6,10,2021,481,613,0.22
Camas,1,29,6,10,2021,248,350,0.29
Cruz De Humilladero,1,29,6,10,2021,86,217,0.6
Alcazaba,1,29,6,10,2021,222,378,0.41
San Juan De La Cruz,1,29,6,10,2021,306,487,0.37
Pz. de la Marina,1,29,6,10,2021,0,430,1
Tejón y Rodriguez,1,29,6,10,2021,60,187,0.68
Salitre,0,29,6,10,2021,207,435,0.52
Cervantes,0,29,6,10,2021,262,409,0.36
El Palo,0,29,6,10,2021,35,127,0.72
Av. de Andalucía,0,29,6,10,2021,478,613,0.22
Camas,0,29,6,10,2021,248,350,0.29
Cruz De Humilladero,0,29,6,10,2021,86,217,0.6
Alcazaba,0,29,6,10,2021,222,378,0.41
San Juan De La Cruz,0,29,6,10,2021,306,487,0.37
Pz. de la Marina,0,29,6,10,2021,0,430,1
Tejón y Rodriguez,0,29,6,10,2021,47,187,0.75
Salitre,23,28,5,10,2021,206,435,0.53
Cervantes,23,28,5,10,2021,255,409,0.38
El Palo,23,28,5,10,2021,35,127,0.72
Av. de Andalucía,23,28,5,10,2021,478,613,0.22
Camas,23,28,5,10,2021,248,350,0.29
Cruz De Humilladero,23,28,5,10,2021,86,217,0.6
Alcazaba,23,28,5,10,2021,222,378,0.41
San Juan De La Cruz,23,28,5,10,2021,306,487,0.37
Pz. de la Marina,23,28,5,10,2021,0,430,1
Tejón y Rodriguez,23,28,5,10,2021,39,187,0.79
Salitre,22,28,5,10,2021,206,435,0.53
Cervantes,22,28,5,10,2021,233,409,0.43
El Palo,22,28,5,10,2021,37,127,0.71
Av. de Andalucía,22,28,5,10,2021,472,613,0.23
Camas,22,28,5,10,2021,248,350,0.29
Cruz De Humilladero,22,28,5,10,2021,82,217,0.62
Alcazaba,22,28,5,10,2021,222,378,0.41
San Juan De La Cruz,22,28,5,10,2021,306,487,0.37
Pz. de la Marina,22,28,5,10,2021,0,430,1
Tejón y Rodriguez,22,28,5,10,2021,38,187,0.8
Salitre,21,28,5,10,2021,200,435,0.54
Cervantes,21,28,5,10,2021,228,409,0.44
El Palo,21,28,5,10,2021,41,127,0.68
Av. de Andalucía,21,28,5,10,2021,445,613,0.27
Camas,21,28,5,10,2021,248,350,0.29
Cruz De Humilladero,21,28,5,10,2021,75,217,0.65
Alcazaba,21,28,5,10,2021,222,378,0.41
San Juan De La Cruz,21,28,5,10,2021,298,487,0.39
Pz. de la Marina,21,28,5,10,2021,0,430,1
Tejón y Rodriguez,21,28,5,10,2021,36,187,0.81
Salitre,20,28,5,10,2021,180,435,0.59
Cervantes,20,28,5,10,2021,199,409,0.51
El Palo,20,28,5,10,2021,35,127,0.72
Av. de Andalucía,20,28,5,10,2021,379,613,0.38
Camas,20,28,5,10,2021,248,350,0.29
Cruz De Humilladero,20,28,5,10,2021,72,217,0.67
Alcazaba,20,28,5,10,2021,222,378,0.41
San Juan De La Cruz,20,28,5,10,2021,274,487,0.44
Pz. de la Marina,20,28,5,10,2021,0,430,1
Tejón y Rodriguez,20,28,5,10,2021,15,187,0.92
Salitre,19,28,5,10,2021,141,435,0.68
Cervantes,19,28,5,10,2021,199,409,0.51
El Palo,19,28,5,10,2021,26,127,0.8
Av. de Andalucía,19,28,5,10,2021,306,613,0.5
Camas,19,28,5,10,2021,248,350,0.29
Cruz De Humilladero,19,28,5,10,2021,72,217,0.67
Alcazaba,19,28,5,10,2021,222,378,0.41
San Juan De La Cruz,19,28,5,10,2021,252,487,0.48
Pz. de la Marina,19,28,5,10,2021,0,430,1
Tejón y Rodriguez,19,28,5,10,2021,25,187,0.87
Salitre,18,28,5,10,2021,127,435,0.71
Cervantes,18,28,5,10,2021,158,409,0.61
El Palo,18,28,5,10,2021,32,127,0.75
Av. de Andalucía,18,28,5,10,2021,312,613,0.49
Camas,18,28,5,10,2021,248,350,0.29
Cruz De Humilladero,18,28,5,10,2021,82,217,0.62
Alcazaba,18,28,5,10,2021,222,378,0.41
San Juan De La Cruz,18,28,5,10,2021,235,487,0.52
Pz. de la Marina,18,28,5,10,2021,0,430,1
Tejón y Rodriguez,18,28,5,10,2021,28,187,0.85
Salitre,17,28,5,10,2021,127,435,0.71
Cervantes,17,28,5,10,2021,164,409,0.6
El Palo,17,28,5,10,2021,40,127,0.69
Av. de Andalucía,17,28,5,10,2021,312,613,0.49
Camas,17,28,5,10,2021,248,350,0.29
Cruz De Humilladero,17,28,5,10,2021,82,217,0.62
Alcazaba,17,28,5,10,2021,222,378,0.41
San Juan De La Cruz,17,28,5,10,2021,257,487,0.47
Pz. de la Marina,17,28,5,10,2021,0,430,1
Tejón y Rodriguez,17,28,5,10,2021,67,187,0.64
Salitre,16,28,5,10,2021,146,435,0.66
Cervantes,16,28,5,10,2021,141,409,0.66
El Palo,16,28,5,10,2021,40,127,0.69
Av. de Andalucía,16,28,5,10,2021,306,613,0.5
Camas,16,28,5,10,2021,248,350,0.29
Cruz De Humilladero,16,28,5,10,2021,77,217,0.65
Alcazaba,16,28,5,10,2021,222,378,0.41
San Juan De La Cruz,16,28,5,10,2021,257,487,0.47
Pz. de la Marina,16,28,5,10,2021,0,430,1
Tejón y Rodriguez,16,28,5,10,2021,63,187,0.66
Salitre,15,28,5,10,2021,140,435,0.68
Cervantes,15,28,5,10,2021,141,409,0.66
El Palo,15,28,5,10,2021,35,127,0.72
Av. de Andalucía,15,28,5,10,2021,212,613,0.65
Camas,15,28,5,10,2021,248,350,0.29
Cruz De Humilladero,15,28,5,10,2021,77,217,0.65
Alcazaba,15,28,5,10,2021,222,378,0.41
San Juan De La Cruz,15,28,5,10,2021,268,487,0.45
Pz. de la Marina,15,28,5,10,2021,0,430,1
Tejón y Rodriguez,15,28,5,10,2021,54,187,0.71
Salitre,14,28,5,10,2021,140,435,0.68
Cervantes,14,28,5,10,2021,76,409,0.81
El Palo,14,28,5,10,2021,35,127,0.72
Av. de Andalucía,14,28,5,10,2021,212,613,0.65
