name,hour,day,weekday,month,year,availableSpotNumber,total,occupation
Cruz De Humilladero,20,5,3,10,2021,59,217,0.73
Alcazaba,20,5,3,10,2021,222,378,0.41
San Juan De La Cruz,20,5,3,10,2021,255,487,0.48
Pz. de la Marina,20,5,3,10,2021,80,430,0.81
Tejón y Rodriguez,20,5,3,10,2021,95,187,0.49
Salitre,19,5,3,10,2021,140,435,0.68
Cervantes,19,5,3,10,2021,182,409,0.56
El Palo,19,5,3,10,2021,49,127,0.61
Av. de Andalucía,19,5,3,10,2021,290,613,0.53
Camas,19,5,3,10,2021,248,350,0.29
Cruz De Humilladero,19,5,3,10,2021,59,217,0.73
Alcazaba,19,5,3,10,2021,222,378,0.41
San Juan De La Cruz,19,5,3,10,2021,201,487,0.59
Pz. de la Marina,19,5,3,10,2021,20,430,0.95
Tejón y Rodriguez,19,5,3,10,2021,95,187,0.49
Salitre,18,5,3,10,2021,140,435,0.68
Cervantes,18,5,3,10,2021,182,409,0.56
El Palo,18,5,3,10,2021,51,127,0.6
Av. de Andalucía,18,5,3,10,2021,291,613,0.53
Camas,18,5,3,10,2021,248,350,0.29
Cruz De Humilladero,18,5,3,10,2021,56,217,0.74
Alcazaba,18,5,3,10,2021,222,378,0.41
San Juan De La Cruz,18,5,3,10,2021,201,487,0.59
Pz. de la Marina,18,5,3,10,2021,20,430,0.95
Tejón y Rodriguez,18,5,3,10,2021,95,187,0.49
Salitre,17,5,3,10,2021,167,435,0.62
Cervantes,17,5,3,10,2021,166,409,0.59
El Palo,17,5,3,10,2021,56,127,0.56
Av. de Andalucía,17,5,3,10,2021,323,613,0.47
Camas,17,5,3,10,2021,248,350,0.29
Cruz De Humilladero,17,5,3,10,2021,68,217,0.69
Alcazaba,17,5,3,10,2021,222,378,0.41
San Juan De La Cruz,17,5,3,10,2021,197,487,0.6
Pz. de la Marina,17,5,3,10,2021,20,430,0.95
Tejón y Rodriguez,17,5,3,10,2021,114,187,0.39
Salitre,16,5,3,10,2021,171,435,0.61
Cervantes,16,5,3,10,2021,180,409,0.56
El Palo,16,5,3,10,2021,58,127,0.54
Av. de Andalucía,16,5,3,10,2021,346,613,0.44
Camas,16,5,3,10,2021,248,350,0.29
Cruz De Humilladero,16,5,3,10,2021,71,217,0.67
Alcazaba,16,5,3,10,2021,222,378,0.41
San Juan De La Cruz,16,5,3,10,2021,250,487,0.49
Pz. de la Marina,16,5,3,10,2021,20,430,0.95
Tejón y Rodriguez,16,5,3,10,2021,110,187,0.41
Salitre,15,5,3,10,2021,171,435,0.61
Cervantes,15,5,3,10,2021,180,409,0.56
El Palo,15,5,3,10,2021,52,127,0.59
Av. de Andalucía,15,5,3,10,2021,266,613,0.57
Camas,15,5,3,10,2021,248,350,0.29
Cruz De Humilladero,15,5,3,10,2021,71,217,0.67
Alcazaba,15,5,3,10,2021,222,378,0.41
San Juan De La Cruz,15,5,3,10,2021,250,487,0.49
Pz. de la Marina,15,5,3,10,2021,20,430,0.95
Tejón y Rodriguez,15,5,3,10,2021,110,187,0.41
Salitre,14,5,3,10,2021,147,435,0.66
Cervantes,14,5,3,10,2021,137,409,0.67
El Palo,14,5,3,10,2021,52,127,0.59
Av. de Andalucía,14,5,3,10,2021,183,613,0.7
Camas,14,5,3,10,2021,248,350,0.29
Cruz De Humilladero,14,5,3,10,2021,70,217,0.68
Alcazaba,14,5,3,10,2021,222,378,0.41
San Juan De La Cruz,14,5,3,10,2021,240,487,0.51
Pz. de la Marina,14,5,3,10,2021,0,430,1
Tejón y Rodriguez,14,5,3,10,2021,104,187,0.44
Salitre,13,5,3,10,2021,71,435,0.84
Cervantes,13,5,3,10,2021,73,409,0.82
El Palo,13,5,3,10,2021,29,127,0.77
Av. de Andalucía,13,5,3,10,2021,109,613,0.82
Camas,13,5,3,10,2021,248,350,0.29
Cruz De Humilladero,13,5,3,10,2021,48,217,0.78
Alcazaba,13,5,3,10,2021,222,378,0.41
San Juan De La Cruz,13,5,3,10,2021,181,487,0.63
Pz. de la Marina,13,5,3,10,2021,0,430,1
Tejón y Rodriguez,13,5,3,10,2021,62,187,0.67
Salitre,12,5,3,10,2021,49,435,0.89
Cervantes,12,5,3,10,2021,73,409,0.82
El Palo,12,5,3,10,2021,22,127,0.83
Av. de Andalucía,12,5,3,10,2021,98,613,0.84
Camas,12,5,3,10,2021,248,350,0.29
Cruz De Humilladero,12,5,3,10,2021,38,217,0.82
Alcazaba,12,5,3,10,2021,222,378,0.41
San Juan De La Cruz,12,5,3,10,2021,159,487,0.67
Pz. de la Marina,12,5,3,10,2021,0,430,1
Tejón y Rodriguez,12,5,3,10,2021,62,187,0.67
Salitre,11,5,3,10,2021,49,435,0.89
Cervantes,11,5,3,10,2021,64,409,0.84
El Palo,11,5,3,10,2021,24,127,0.81
Av. de Andalucía,11,5,3,10,2021,128,613,0.79
Camas,11,5,3,10,2021,248,350,0.29
Cruz De Humilladero,11,5,3,10,2021,58,217,0.73
Alcazaba,11,5,3,10,2021,222,378,0.41
San Juan De La Cruz,11,5,3,10,2021,155,487,0.68
Pz. de la Marina,11,5,3,10,2021,0,430,1
Tejón y Rodriguez,11,5,3,10,2021,60,187,0.68
Salitre,10,5,3,10,2021,147,435,0.66
Cervantes,10,5,3,10,2021,162,409,0.6
El Palo,10,5,3,10,2021,47,127,0.63
Av. de Andalucía,10,5,3,10,2021,208,613,0.66
Camas,10,5,3,10,2021,248,350,0.29
Cruz De Humilladero,10,5,3,10,2021,66,217,0.7
Alcazaba,10,5,3,10,2021,222,378,0.41
San Juan De La Cruz,10,5,3,10,2021,187,487,0.62
Pz. de la Marina,10,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,10,5,3,10,2021,76,187,0.59
Salitre,9,5,3,10,2021,147,435,0.66
Cervantes,9,5,3,10,2021,228,409,0.44
El Palo,9,5,3,10,2021,74,127,0.42
Av. de Andalucía,9,5,3,10,2021,305,613,0.5
Camas,9,5,3,10,2021,248,350,0.29
Cruz De Humilladero,9,5,3,10,2021,86,217,0.6
Alcazaba,9,5,3,10,2021,222,378,0.41
San Juan De La Cruz,9,5,3,10,2021,245,487,0.5
Pz. de la Marina,9,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,9,5,3,10,2021,91,187,0.51
Salitre,8,5,3,10,2021,266,435,0.39
Cervantes,8,5,3,10,2021,290,409,0.29
El Palo,8,5,3,10,2021,79,127,0.38
Av. de Andalucía,8,5,3,10,2021,399,613,0.35
Camas,8,5,3,10,2021,248,350,0.29
Cruz De Humilladero,8,5,3,10,2021,92,217,0.58
Alcazaba,8,5,3,10,2021,222,378,0.41
San Juan De La Cruz,8,5,3,10,2021,313,487,0.36
Pz. de la Marina,8,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,8,5,3,10,2021,105,187,0.44
Salitre,7,5,3,10,2021,273,435,0.37
Cervantes,7,5,3,10,2021,290,409,0.29
El Palo,7,5,3,10,2021,74,127,0.42
Av. de Andalucía,7,5,3,10,2021,487,613,0.21
Camas,7,5,3,10,2021,248,350,0.29
Cruz De Humilladero,7,5,3,10,2021,95,217,0.56
Alcazaba,7,5,3,10,2021,222,378,0.41
San Juan De La Cruz,7,5,3,10,2021,335,487,0.31
Pz. de la Marina,7,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,7,5,3,10,2021,114,187,0.39
Salitre,6,5,3,10,2021,273,435,0.37
Cervantes,6,5,3,10,2021,317,409,0.22
El Palo,6,5,3,10,2021,74,127,0.42
Av. de Andalucía,6,5,3,10,2021,488,613,0.2
Camas,6,5,3,10,2021,248,350,0.29
Cruz De Humilladero,6,5,3,10,2021,95,217,0.56
Alcazaba,6,5,3,10,2021,222,378,0.41
San Juan De La Cruz,6,5,3,10,2021,336,487,0.31
Pz. de la Marina,6,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,6,5,3,10,2021,125,187,0.33
Salitre,5,5,3,10,2021,273,435,0.37
Cervantes,5,5,3,10,2021,317,409,0.22
El Palo,5,5,3,10,2021,71,127,0.44
Av. de Andalucía,5,5,3,10,2021,489,613,0.2
Camas,5,5,3,10,2021,248,350,0.29
Cruz De Humilladero,5,5,3,10,2021,94,217,0.57
Alcazaba,5,5,3,10,2021,222,378,0.41
San Juan De La Cruz,5,5,3,10,2021,350,487,0.28
Pz. de la Marina,5,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,5,5,3,10,2021,125,187,0.33
Salitre,4,5,3,10,2021,273,435,0.37
Cervantes,4,5,3,10,2021,317,409,0.22
El Palo,4,5,3,10,2021,71,127,0.44
Av. de Andalucía,4,5,3,10,2021,453,613,0.26
Camas,4,5,3,10,2021,248,350,0.29
Cruz De Humilladero,4,5,3,10,2021,94,217,0.57
Alcazaba,4,5,3,10,2021,222,378,0.41
San Juan De La Cruz,4,5,3,10,2021,350,487,0.28
Pz. de la Marina,4,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,4,5,3,10,2021,117,187,0.37
Salitre,3,5,3,10,2021,273,435,0.37
Cervantes,3,5,3,10,2021,317,409,0.22
El Palo,3,5,3,10,2021,57,127,0.55
Av. de Andalucía,3,5,3,10,2021,453,613,0.26
Camas,3,5,3,10,2021,248,350,0.29
Cruz De Humilladero,3,5,3,10,2021,66,217,0.7
Alcazaba,3,5,3,10,2021,222,378,0.41
San Juan De La Cruz,3,5,3,10,2021,350,487,0.28
Pz. de la Marina,3,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,3,5,3,10,2021,118,187,0.37
Salitre,2,5,3,10,2021,273,435,0.37
Cervantes,2,5,3,10,2021,318,409,0.22
El Palo,2,5,3,10,2021,57,127,0.55
Av. de Andalucía,2,5,3,10,2021,453,613,0.26
Camas,2,5,3,10,2021,248,350,0.29
Cruz De Humilladero,2,5,3,10,2021,66,217,0.7
Alcazaba,2,5,3,10,2021,222,378,0.41
San Juan De La Cruz,2,5,3,10,2021,350,487,0.28
Pz. de la Marina,2,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,2,5,3,10,2021,117,187,0.37
Salitre,1,5,3,10,2021,226,435,0.48
Cervantes,1,5,3,10,2021,318,409,0.22
El Palo,1,5,3,10,2021,57,127,0.55
Av. de Andalucía,1,5,3,10,2021,453,613,0.26
Camas,1,5,3,10,2021,249,350,0.29
Cruz De Humilladero,1,5,3,10,2021,66,217,0.7
Alcazaba,1,5,3,10,2021,222,378,0.41
San Juan De La Cruz,1,5,3,10,2021,350,487,0.28
Pz. de la Marina,1,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,1,5,3,10,2021,116,187,0.38
Salitre,0,5,3,10,2021,226,435,0.48
Cervantes,0,5,3,10,2021,318,409,0.22
El Palo,0,5,3,10,2021,56,127,0.56
Av. de Andalucía,0,5,3,10,2021,452,613,0.26
Camas,0,5,3,10,2021,249,350,0.29
Cruz De Humilladero,0,5,3,10,2021,66,217,0.7
Alcazaba,0,5,3,10,2021,222,378,0.41
San Juan De La Cruz,0,5,3,10,2021,350,487,0.28
Pz. de la Marina,0,5,3,10,2021,120,430,0.72
Tejón y Rodriguez,0,5,3,10,2021,129,187,0.31
Salitre,23,4,2,10,2021,222,435,0.49
Cervantes,23,4,2,10,2021,313,409,0.23
El Palo,23,4,2,10,2021,54,127,0.57
Av. de Andalucía,23,4,2,10,2021,449,613,0.27
Camas,23,4,2,10,2021,243,350,0.31
Cruz De Humilladero,23,4,2,10,2021,66,217,0.7
Alcazaba,23,4,2,10,2021,222,378,0.41
San Juan De La Cruz,23,4,2,10,2021,349,487,0.28
Pz. de la Marina,23,4,2,10,2021,120,430,0.72
Tejón y Rodriguez,23,4,2,10,2021,96,187,0.49
Salitre,22,4,2,10,2021,222,435,0.49
Cervantes,22,4,2,10,2021,313,409,0.23
El Palo,22,4,2,10,2021,57,127,0.55
Av. de Andalucía,22,4,2,10,2021,441,613,0.28
Camas,22,4,2,10,2021,220,350,0.37
Cruz De Humilladero,22,4,2,10,2021,66,217,0.7
Alcazaba,22,4,2,10,2021,222,378,0.41
San Juan De La Cruz,22,4,2,10,2021,349,487,0.28
Pz. de la Marina,22,4,2,10,2021,120,430,0.72
Tejón y Rodriguez,22,4,2,10,2021,96,187,0.49
Salitre,21,4,2,10,2021,219,435,0.5
Cervantes,21,4,2,10,2021,308,409,0.25
El Palo,21,4,2,10,2021,57,127,0.55
Av. de Andalucía,21,4,2,10,2021,400,613,0.35
Camas,21,4,2,10,2021,187,350,0.47
Cruz De Humilladero,21,4,2,10,2021,68,217,0.69
Alcazaba,21,4,2,10,2021,222,378,0.41
San Juan De La Cruz,21,4,2,10,2021,350,487,0.28
Pz. de la Marina,21,4,2,10,2021,120,430,0.72
Tejón y Rodriguez,21,4,2,10,2021,91,187,0.51
Salitre,20,4,2,10,2021,195,435,0.55
Cervantes,20,4,2,10,2021,215,409,0.47
El Palo,20,4,2,10,2021,51,127,0.6
Av. de Andalucía,20,4,2,10,2021,357,613,0.42
Camas,20,4,2,10,2021,148,350,0.58
Cruz De Humilladero,20,4,2,10,2021,52,217,0.76
Alcazaba,20,4,2,10,2021,222,378,0.41
San Juan De La Cruz,20,4,2,10,2021,350,487,0.28
Pz. de la Marina,20,4,2,10,2021,10,430,0.98
Tejón y Rodriguez,20,4,2,10,2021,67,187,0.64
Salitre,19,4,2,10,2021,138,435,0.68
Cervantes,19,4,2,10,2021,151,409,0.63
El Palo,19,4,2,10,2021,49,127,0.61
Av. de Andalucía,19,4,2,10,2021,315,613,0.49
Camas,19,4,2,10,2021,64,350,0.82
Cruz De Humilladero,19,4,2,10,2021,48,217,0.78
Alcazaba,19,4,2,10,2021,222,378,0.41
San Juan De La Cruz,19,4,2,10,2021,339,487,0.3
Pz. de la Marina,19,4,2,10,2021,0,430,1
Tejón y Rodriguez,19,4,2,10,2021,91,187,0.51
Salitre,18,4,2,10,2021,156,435,0.64
Cervantes,18,4,2,10,2021,150,409,0.63
El Palo,18,4,2,10,2021,52,127,0.59
Av. de Andalucía,18,4,2,10,2021,303,613,0.51
Camas,18,4,2,10,2021,125,350,0.64
Cruz De Humilladero,18,4,2,10,2021,54,217,0.75
Alcazaba,18,4,2,10,2021,222,378,0.41
San Juan De La Cruz,18,4,2,10,2021,330,487,0.32
Pz. de la Marina,18,4,2,10,2021,0,430,1
Tejón y Rodriguez,18,4,2,10,2021,94,187,0.5
Salitre,17,4,2,10,2021,163,435,0.63
Cervantes,17,4,2,10,2021,139,409,0.66
El Palo,17,4,2,10,2021,60,127,0.53
Av. de Andalucía,17,4,2,10,2021,338,613,0.45
Camas,17,4,2,10,2021,146,350,0.58
Cruz De Humilladero,17,4,2,10,2021,64,217,0.71
Alcazaba,17,4,2,10,2021,222,378,0.41
San Juan De La Cruz,17,4,2,10,2021,334,487,0.31
Pz. de la Marina,17,4,2,10,2021,0,430,1
Tejón y Rodriguez,17,4,2,10,2021,94,187,0.5
Salitre,16,4,2,10,2021,181,435,0.58
Cervantes,16,4,2,10,2021,139,409,0.66
El Palo,16,4,2,10,2021,68,127,0.46
Av. de Andalucía,16,4,2,10,2021,340,613,0.45
Camas,16,4,2,10,2021,146,350,0.58
Cruz De Humilladero,16,4,2,10,2021,65,217,0.7
Alcazaba,16,4,2,10,2021,222,378,0.41
San Juan De La Cruz,16,4,2,10,2021,334,487,0.31
Pz. de la Marina,16,4,2,10,2021,5,430,0.99
Tejón y Rodriguez,16,4,2,10,2021,94,187,0.5
Salitre,15,4,2,10,2021,181,435,0.58
Cervantes,15,4,2,10,2021,170,409,0.58
El Palo,15,4,2,10,2021,76,127,0.4
Av. de Andalucía,15,4,2,10,2021,266,613,0.57
Camas,15,4,2,10,2021,131,350,0.63
Cruz De Humilladero,15,4,2,10,2021,64,217,0.71
Alcazaba,15,4,2,10,2021,222,378,0.41
San Juan De La Cruz,15,4,2,10,2021,350,487,0.28
Pz. de la Marina,15,4,2,10,2021,5,430,0.99
Tejón y Rodriguez,15,4,2,10,2021,97,187,0.48
Salitre,14,4,2,10,2021,105,435,0.76
Cervantes,14,4,2,10,2021,75,409,0.82
El Palo,14,4,2,10,2021,60,127,0.53
Av. de Andalucía,14,4,2,10,2021,203,613,0.67
Camas,14,4,2,10,2021,106,350,0.7
Cruz De Humilladero,14,4,2,10,2021,58,217,0.73
Alcazaba,14,4,2,10,2021,222,378,0.41
San Juan De La Cruz,14,4,2,10,2021,349,487,0.28
Pz. de la Marina,14,4,2,10,2021,0,430,1
Tejón y Rodriguez,14,4,2,10,2021,92,187,0.51
Salitre,13,4,2,10,2021,105,435,0.76
Cervantes,13,4,2,10,2021,75,409,0.82
El Palo,13,4,2,10,2021,47,127,0.63
Av. de Andalucía,13,4,2,10,2021,120,613,0.8
Camas,13,4,2,10,2021,57,350,0.84
Cruz De Humilladero,13,4,2,10,2021,47,217,0.78
Alcazaba,13,4,2,10,2021,222,378,0.41
San Juan De La Cruz,13,4,2,10,2021,350,487,0.28
Pz. de la Marina,13,4,2,10,2021,0,430,1
Tejón y Rodriguez,13,4,2,10,2021,82,187,0.56
Salitre,12,4,2,10,2021,62,435,0.86
Cervantes,12,4,2,10,2021,68,409,0.83
El Palo,12,4,2,10,2021,34,127,0.73
Av. de Andalucía,12,4,2,10,2021,118,613,0.81
Camas,12,4,2,10,2021,53,350,0.85
Cruz De Humilladero,12,4,2,10,2021,38,217,0.82
Alcazaba,12,4,2,10,2021,222,378,0.41
San Juan De La Cruz,12,4,2,10,2021,325,487,0.33
Pz. de la Marina,12,4,2,10,2021,0,430,1
Tejón y Rodriguez,12,4,2,10,2021,41,187,0.78
Salitre,11,4,2,10,2021,62,435,0.86
Cervantes,11,4,2,10,2021,68,409,0.83
El Palo,11,4,2,10,2021,34,127,0.73
Av. de Andalucía,11,4,2,10,2021,146,613,0.76
Camas,11,4,2,10,2021,81,350,0.77
Cruz De Humilladero,11,4,2,10,2021,38,217,0.82
Alcazaba,11,4,2,10,2021,222,378,0.41
San Juan De La Cruz,11,4,2,10,2021,350,487,0.28
Pz. de la Marina,11,4,2,10,2021,0,430,1
Tejón y Rodriguez,11,4,2,10,2021,56,187,0.7
Salitre,10,4,2,10,2021,155,435,0.64
Cervantes,10,4,2,10,2021,156,409,0.62
El Palo,10,4,2,10,2021,67,127,0.47
Av. de Andalucía,10,4,2,10,2021,225,613,0.63
Camas,10,4,2,10,2021,83,350,0.76
Cruz De Humilladero,10,4,2,10,2021,62,217,0.71
Alcazaba,10,4,2,10,2021,222,378,0.41
San Juan De La Cruz,10,4,2,10,2021,135,487,0.72
Pz. de la Marina,10,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,10,4,2,10,2021,78,187,0.58
Salitre,9,4,2,10,2021,155,435,0.64
Cervantes,9,4,2,10,2021,226,409,0.45
El Palo,9,4,2,10,2021,77,127,0.39
Av. de Andalucía,9,4,2,10,2021,322,613,0.47
Camas,9,4,2,10,2021,182,350,0.48
Cruz De Humilladero,9,4,2,10,2021,79,217,0.64
Alcazaba,9,4,2,10,2021,222,378,0.41
San Juan De La Cruz,9,4,2,10,2021,218,487,0.55
Pz. de la Marina,9,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,9,4,2,10,2021,90,187,0.52
Salitre,8,4,2,10,2021,257,435,0.41
Cervantes,8,4,2,10,2021,302,409,0.26
El Palo,8,4,2,10,2021,83,127,0.35
Av. de Andalucía,8,4,2,10,2021,412,613,0.33
Camas,8,4,2,10,2021,264,350,0.25
Cruz De Humilladero,8,4,2,10,2021,82,217,0.62
Alcazaba,8,4,2,10,2021,222,378,0.41
San Juan De La Cruz,8,4,2,10,2021,321,487,0.34
Pz. de la Marina,8,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,8,4,2,10,2021,121,187,0.35
Salitre,7,4,2,10,2021,257,435,0.41
Cervantes,7,4,2,10,2021,325,409,0.21
El Palo,7,4,2,10,2021,81,127,0.36
Av. de Andalucía,7,4,2,10,2021,501,613,0.18
Camas,7,4,2,10,2021,264,350,0.25
Cruz De Humilladero,7,4,2,10,2021,85,217,0.61
Alcazaba,7,4,2,10,2021,222,378,0.41
San Juan De La Cruz,7,4,2,10,2021,321,487,0.34
Pz. de la Marina,7,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,7,4,2,10,2021,121,187,0.35
Salitre,6,4,2,10,2021,269,435,0.38
Cervantes,6,4,2,10,2021,327,409,0.2
El Palo,6,4,2,10,2021,79,127,0.38
Av. de Andalucía,6,4,2,10,2021,504,613,0.18
Camas,6,4,2,10,2021,264,350,0.25
Cruz De Humilladero,6,4,2,10,2021,85,217,0.61
Alcazaba,6,4,2,10,2021,222,378,0.41
San Juan De La Cruz,6,4,2,10,2021,321,487,0.34
Pz. de la Marina,6,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,6,4,2,10,2021,144,187,0.23
Salitre,5,4,2,10,2021,269,435,0.38
Cervantes,5,4,2,10,2021,327,409,0.2
El Palo,5,4,2,10,2021,79,127,0.38
Av. de Andalucía,5,4,2,10,2021,504,613,0.18
Camas,5,4,2,10,2021,264,350,0.25
Cruz De Humilladero,5,4,2,10,2021,85,217,0.61
Alcazaba,5,4,2,10,2021,222,378,0.41
San Juan De La Cruz,5,4,2,10,2021,321,487,0.34
Pz. de la Marina,5,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,5,4,2,10,2021,144,187,0.23
Salitre,4,4,2,10,2021,260,435,0.4
Cervantes,4,4,2,10,2021,291,409,0.29
El Palo,4,4,2,10,2021,79,127,0.38
Av. de Andalucía,4,4,2,10,2021,504,613,0.18
Camas,4,4,2,10,2021,259,350,0.26
Cruz De Humilladero,4,4,2,10,2021,85,217,0.61
Alcazaba,4,4,2,10,2021,222,378,0.41
San Juan De La Cruz,4,4,2,10,2021,321,487,0.34
Pz. de la Marina,4,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,4,4,2,10,2021,120,187,0.36
Salitre,3,4,2,10,2021,260,435,0.4
Cervantes,3,4,2,10,2021,291,409,0.29
El Palo,3,4,2,10,2021,79,127,0.38
Av. de Andalucía,3,4,2,10,2021,504,613,0.18
Camas,3,4,2,10,2021,259,350,0.26
Cruz De Humilladero,3,4,2,10,2021,87,217,0.6
Alcazaba,3,4,2,10,2021,222,378,0.41
San Juan De La Cruz,3,4,2,10,2021,321,487,0.34
Pz. de la Marina,3,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,3,4,2,10,2021,116,187,0.38
Salitre,2,4,2,10,2021,260,435,0.4
Cervantes,2,4,2,10,2021,293,409,0.28
El Palo,2,4,2,10,2021,79,127,0.38
Av. de Andalucía,2,4,2,10,2021,504,613,0.18
Camas,2,4,2,10,2021,260,350,0.26
Cruz De Humilladero,2,4,2,10,2021,87,217,0.6
Alcazaba,2,4,2,10,2021,222,378,0.41
San Juan De La Cruz,2,4,2,10,2021,321,487,0.34
Pz. de la Marina,2,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,2,4,2,10,2021,116,187,0.38
Salitre,1,4,2,10,2021,262,435,0.4
Cervantes,1,4,2,10,2021,293,409,0.28
El Palo,1,4,2,10,2021,80,127,0.37
Av. de Andalucía,1,4,2,10,2021,500,613,0.18
Camas,1,4,2,10,2021,261,350,0.25
Cruz De Humilladero,1,4,2,10,2021,88,217,0.59
Alcazaba,1,4,2,10,2021,222,378,0.41
San Juan De La Cruz,1,4,2,10,2021,321,487,0.34
Pz. de la Marina,1,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,1,4,2,10,2021,103,187,0.45
Salitre,0,4,2,10,2021,262,435,0.4
Cervantes,0,4,2,10,2021,293,409,0.28
El Palo,0,4,2,10,2021,80,127,0.37
Av. de Andalucía,0,4,2,10,2021,499,613,0.19
Camas,0,4,2,10,2021,220,350,0.37
Cruz De Humilladero,0,4,2,10,2021,88,217,0.59
Alcazaba,0,4,2,10,2021,222,378,0.41
San Juan De La Cruz,0,4,2,10,2021,321,487,0.34
Pz. de la Marina,0,4,2,10,2021,100,430,0.77
Tejón y Rodriguez,0,4,2,10,2021,100,187,0.47
Salitre,23,3,1,10,2021,262,435,0.4
Cervantes,23,3,1,10,2021,293,409,0.28
El Palo,23,3,1,10,2021,80,127,0.37
Av. de Andalucía,23,3,1,10,2021,499,613,0.19
Camas,23,3,1,10,2021,214,350,0.39
Cruz De Humilladero,23,3,1,10,2021,88,217,0.59
Alcazaba,23,3,1,10,2021,222,378,0.41
San Juan De La Cruz,23,3,1,10,2021,321,487,0.34
Pz. de la Marina,23,3,1,10,2021,100,430,0.77
Tejón y Rodriguez,23,3,1,10,2021,97,187,0.48
Salitre,22,3,1,10,2021,264,435,0.39
Cervantes,22,3,1,10,2021,287,409,0.3
El Palo,22,3,1,10,2021,82,127,0.35
Av. de Andalucía,22,3,1,10,2021,499,613,0.19
Camas,22,3,1,10,2021,204,350,0.42
Cruz De Humilladero,22,3,1,10,2021,87,217,0.6
Alcazaba,22,3,1,10,2021,222,378,0.41
San Juan De La Cruz,22,3,1,10,2021,323,487,0.34
Pz. de la Marina,22,3,1,10,2021,100,430,0.77
Tejón y Rodriguez,22,3,1,10,2021,88,187,0.53
Salitre,21,3,1,10,2021,265,435,0.39
Cervantes,21,3,1,10,2021,282,409,0.31
El Palo,21,3,1,10,2021,78,127,0.39
Av. de Andalucía,21,3,1,10,2021,499,613,0.19
Camas,21,3,1,10,2021,195,350,0.44
Cruz De Humilladero,21,3,1,10,2021,88,217,0.59
Alcazaba,21,3,1,10,2021,222,378,0.41
San Juan De La Cruz,21,3,1,10,2021,323,487,0.34
Pz. de la Marina,21,3,1,10,2021,100,430,0.77
Tejón y Rodriguez,21,3,1,10,2021,81,187,0.57
Salitre,20,3,1,10,2021,268,435,0.38
Cervantes,20,3,1,10,2021,289,409,0.29
El Palo,20,3,1,10,2021,85,127,0.33
Av. de Andalucía,20,3,1,10,2021,492,613,0.2
Camas,20,3,1,10,2021,141,350,0.6
Cruz De Humilladero,20,3,1,10,2021,82,217,0.62
Alcazaba,20,3,1,10,2021,222,378,0.41
San Juan De La Cruz,20,3,1,10,2021,319,487,0.34
Pz. de la Marina,20,3,1,10,2021,100,430,0.77
Tejón y Rodriguez,20,3,1,10,2021,77,187,0.59
Salitre,19,3,1,10,2021,267,435,0.39
Cervantes,19,3,1,10,2021,275,409,0.33
El Palo,19,3,1,10,2021,83,127,0.35
Av. de Andalucía,19,3,1,10,2021,485,613,0.21
Camas,19,3,1,10,2021,141,350,0.6
Cruz De Humilladero,19,3,1,10,2021,87,217,0.6
Alcazaba,19,3,1,10,2021,222,378,0.41
San Juan De La Cruz,19,3,1,10,2021,320,487,0.34
Pz. de la Marina,19,3,1,10,2021,100,430,0.77
Tejón y Rodriguez,19,3,1,10,2021,73,187,0.61
Salitre,18,3,1,10,2021,267,435,0.39
Cervantes,18,3,1,10,2021,255,409,0.38
El Palo,18,3,1,10,2021,81,127,0.36
Av. de Andalucía,18,3,1,10,2021,491,613,0.2
Camas,18,3,1,10,2021,112,350,0.68
Cruz De Humilladero,18,3,1,10,2021,90,217,0.59
Alcazaba,18,3,1,10,2021,222,378,0.41
San Juan De La Cruz,18,3,1,10,2021,320,487,0.34
Pz. de la Marina,18,3,1,10,2021,100,430,0.77
Tejón y Rodriguez,18,3,1,10,2021,73,187,0.61
Salitre,17,3,1,10,2021,266,435,0.39
Cervantes,17,3,1,10,2021,224,409,0.45
El Palo,17,3,1,10,2021,52,127,0.59
Av. de Andalucía,17,3,1,10,2021,485,613,0.21
Camas,17,3,1,10,2021,118,350,0.66
Cruz De Humilladero,17,3,1,10,2021,91,217,0.58
Alcazaba,17,3,1,10,2021,222,378,0.41
San Juan De La Cruz,17,3,1,10,2021,321,487,0.34
Pz. de la Marina,17,3,1,10,2021,0,430,1
Tejón y Rodriguez,17,3,1,10,2021,66,187,0.65
Salitre,16,3,1,10,2021,268,435,0.38
