DATE,PROVINCIA_DESTINO,PROVINCIA_ORIGEN,FLUJO,POB_RESID_ORIGEN,POB_SALE_ORIGEN,POB_CASA_ORIGEN,POB_RESID_DESTINO,POB_LLEGA_DESTINO
2020/06/06,Sevilla,Badajoz,80,673559,87827,585732,1942389,317111
2020/06/06,Sevilla,Sevilla,240832,1942389,319440,1622949,1942389,317111
2020/06/06,Sevilla,Cádiz,982,1240155,212118,1028037,1942389,317111
2020/06/06,Sevilla,Córdoba,1975,782979,114835,668144,1942389,317111
2020/06/06,Sevilla,Málaga,61,1661785,268966,1392819,1942389,317111
2020/06/06,Soria,Valladolid,40,519546,82854,436692,88636,9180
2020/06/06,Soria,Soria,7004,88636,8690,79946,88636,9180
2020/06/06,Soria,Segovia,17,153129,20221,132908,88636,9180
2020/06/06,Soria,Burgos,59,357072,48234,308838,88636,9180
2020/06/06,Soria,Zaragoza,48,964724,178076,786648,88636,9180
2020/06/06,Tarragona,Zaragoza,54,964724,178076,786648,804664,126759
2020/06/06,Tarragona,Teruel,65,134137,10714,123423,804664,126759
2020/06/06,Tarragona,Castellón,641,579962,83276,496686,804664,126759
2020/06/06,Tarragona,Tarragona,93710,804664,125335,679329,804664,126759
2020/06/06,Tarragona,Barcelona,1723,5664579,1040299,4624280,804664,126759
2020/06/06,Teruel,Castellón,22,579962,83276,496686,134137,12252
2020/06/06,Teruel,Valencia,40,2565124,497601,2067523,134137,12252
2020/06/06,Teruel,Teruel,6976,134137,10714,123423,134137,12252
2020/06/06,Teruel,Zaragoza,335,964724,178076,786648,134137,12252
2020/06/06,Teruel,Tarragona,83,804664,125335,679329,134137,12252
2020/06/06,Toledo,Ávila,404,157640,17532,140108,694844,87375
2020/06/06,Toledo,Ciudad Real,253,495761,47715,448046,694844,87375
2020/06/06,Toledo,Cáceres,211,394151,46300,347851,694844,87375
2020/06/06,Toledo,Cuenca,74,196329,21913,174416,694844,87375
2020/06/06,Toledo,Toledo,48814,694844,83441,611403,694844,87375
2020/06/06,Toledo,Madrid,2835,6663394,1105081,5558313,694844,87375
2020/06/06,Valencia,Teruel,102,134137,10714,123423,2565124,490818
2020/06/06,Valencia,Albacete,305,388167,42071,346096,2565124,490818
2020/06/06,Valencia,Cuenca,141,196329,21913,174416,2565124,490818
2020/06/06,Valencia,Castellón,751,579962,83276,496686,2565124,490818
2020/06/06,Valencia,Alicante,1221,1858683,316268,1542415,2565124,490818
2020/06/06,Valencia,Valencia,373948,2565124,497601,2067523,2565124,490818
2020/06/06,Valencia,Cáceres,21,394151,46300,347851,2565124,490818
2020/06/06,Valladolid,León,26,460001,69287,390714,519546,79890
2020/06/06,Valladolid,Ávila,32,157640,17532,140108,519546,79890
2020/06/06,Valladolid,Burgos,102,357072,48234,308838,519546,79890
2020/06/06,Valladolid,Soria,22,88636,8690,79946,519546,79890
2020/06/06,Valladolid,Segovia,322,153129,20221,132908,519546,79890
2020/06/06,Valladolid,Zamora,108,172539,21896,150643,519546,79890
2020/06/06,Valladolid,Valladolid,64447,519546,82854,436692,519546,79890
2020/06/06,Valladolid,Palencia,55,160866,22758,138108,519546,79890
2020/06/06,Zamora,Valladolid,98,519546,82854,436692,172539,22018
2020/06/06,Zamora,Zamora,16566,172539,21896,150643,172539,22018
2020/06/06,Zamora,Salamanca,18,330119,47497,282622,172539,22018
2020/06/06,Zamora,León,106,460001,69287,390714,172539,22018
2020/06/06,Zamora,Ourense,27,307651,50810,256841,172539,22018
2020/06/06,Zaragoza,Teruel,166,134137,10714,123423,964724,172781
2020/06/06,Zaragoza,Rioja,53,316798,50276,266522,964724,172781
2020/06/06,Zaragoza,Navarra,627,654183,110702,543481,964724,172781
2020/06/06,Zaragoza,Zaragoza,144479,964724,178076,786648,964724,172781
2020/06/06,Zaragoza,Lleida,142,434930,64474,370456,964724,172781
2020/06/06,Zaragoza,Soria,59,88636,8690,79946,964724,172781
2020/06/06,Zaragoza,Huesca,294,220461,29474,190987,964724,172781
2020/06/07,Albacete,Albacete,22166,388167,31179,356988,388167,31332
2020/06/07,Albacete,Alicante,214,1858683,272326,1586357,388167,31332
2020/06/07,Albacete,Murcia,243,1493898,204787,1289111,388167,31332
2020/06/07,Albacete,Valencia,238,2565124,402480,2162644,388167,31332
2020/06/07,Albacete,Cuenca,395,196329,16030,180299,388167,31332
2020/06/07,Albacete,Ciudad Real,377,495761,36143,459618,388167,31332
2020/06/07,Alicante,Murcia,2567,1493898,204787,1289111,1858683,272511
2020/06/07,Alicante,Albacete,245,388167,31179,356988,1858683,272511
2020/06/07,Alicante,Alicante,220699,1858683,272326,1586357,1858683,272511
2020/06/07,Alicante,Valencia,1243,2565124,402480,2162644,1858683,272511
2020/06/07,Almería,Murcia,836,1493898,204787,1289111,716820,77150
2020/06/07,Almería,Granada,337,914678,119059,795619,716820,77150
2020/06/07,Almería,Almería,64865,716820,79108,637712,716820,77150
2020/06/07,Araba,Gipuzkoa,94,723576,80648,642928,331549,42702
2020/06/07,Araba,Burgos,663,357072,29147,327925,331549,42702
2020/06/07,Araba,Bizkaia,620,1152934,169405,983529,331549,42702
2020/06/07,Araba,Araba,34774,331549,41122,290427,331549,42702
2020/06/07,Araba,Navarra,58,654183,77496,576687,331549,42702
2020/06/07,Araba,Rioja,766,316798,33922,282876,331549,42702
2020/06/07,Asturias,Cantabria,202,580795,73921,506874,1022800,120647
2020/06/07,Asturias,León,27,460001,51307,408694,1022800,120647
2020/06/07,Asturias,Lugo,731,329587,36963,292624,1022800,120647
2020/06/07,Asturias,Asturias,94781,1022800,120623,902177,1022800,120647
2020/06/07,Ávila,Ávila,9766,157640,13693,143947,157640,14374
2020/06/07,Ávila,Salamanca,255,330119,36389,293730,157640,14374
2020/06/07,Ávila,Toledo,310,694844,63203,631641,157640,14374
2020/06/07,Ávila,Madrid,175,6663394,890959,5772435,157640,14374
2020/06/07,Ávila,Segovia,81,153129,14519,138610,157640,14374
2020/06/07,Ávila,Valladolid,26,519546,59839,459707,157640,14374
2020/06/07,Ávila,Cáceres,107,394151,38161,355990,157640,14374
2020/06/07,Badajoz,Ciudad Real,45,495761,36143,459618,673559,70892
2020/06/07,Badajoz,Huelva,120,521870,58381,463489,673559,70892
2020/06/07,Badajoz,Córdoba,82,782979,94318,688661,673559,70892
2020/06/07,Badajoz,Sevilla,27,1942389,257924,1684465,673559,70892
2020/06/07,Badajoz,Badajoz,55240,673559,71837,601722,673559,70892
2020/06/07,Badajoz,Cáceres,916,394151,38161,355990,673559,70892
2020/06/07,Balears,Balears,130180,1149460,147766,1001694,1149460,147359
2020/06/07,Barcelona,Girona,2516,771044,84404,686640,5664579,756556
2020/06/07,Barcelona,Lleida,206,434930,48494,386436,5664579,756556
2020/06/07,Barcelona,Barcelona,495629,5664579,752336,4912243,5664579,756556
2020/06/07,Barcelona,Tarragona,1267,804664,96314,708350,5664579,756556
2020/06/07,Bizkaia,Araba,542,331549,41122,290427,1152934,167667
2020/06/07,Bizkaia,Bizkaia,134375,1152934,169405,983529,1152934,167667
2020/06/07,Bizkaia,Gipuzkoa,659,723576,80648,642928,1152934,167667
2020/06/07,Bizkaia,Cantabria,596,580795,73921,506874,1152934,167667
2020/06/07,Burgos,Bizkaia,32,1152934,169405,983529,357072,30085
2020/06/07,Burgos,Palencia,152,160866,16325,144541,357072,30085
2020/06/07,Burgos,Cantabria,19,580795,73921,506874,357072,30085
2020/06/07,Burgos,Rioja,26,316798,33922,282876,357072,30085
2020/06/07,Burgos,Huelva,18,521870,58381,463489,357072,30085
2020/06/07,Burgos,Araba,1122,331549,41122,290427,357072,30085
2020/06/07,Burgos,Burgos,22411,357072,29147,327925,357072,30085
2020/06/07,Burgos,Valladolid,104,519546,59839,459707,357072,30085
2020/06/07,Cáceres,Ávila,115,157640,13693,143947,394151,37399
2020/06/07,Cáceres,Cáceres,27014,394151,38161,355990,394151,37399
2020/06/07,Cáceres,Badajoz,801,673559,71837,601722,394151,37399
2020/06/07,Cáceres,Toledo,145,694844,63203,631641,394151,37399
2020/06/07,Cádiz,Ceuta,32,84777,8501,76276,1240155,175790
2020/06/07,Cádiz,Huelva,578,521870,58381,463489,1240155,175790
2020/06/07,Cádiz,Cádiz,151281,1240155,175344,1064811,1240155,175790
2020/06/07,Cádiz,Sevilla,771,1942389,257924,1684465,1240155,175790
2020/06/07,Cádiz,Málaga,748,1661785,217145,1444640,1240155,175790
2020/06/07,Cantabria,Cantabria,57020,580795,73921,506874,580795,73268
2020/06/07,Cantabria,Asturias,128,1022800,120623,902177,580795,73268
2020/06/07,Cantabria,Palencia,34,160866,16325,144541,580795,73268
2020/06/07,Cantabria,Bizkaia,733,1152934,169405,983529,580795,73268
2020/06/07,Castellón,Teruel,46,134137,7589,126548,579962,68362
2020/06/07,Castellón,Castellón,52977,579962,66575,513387,579962,68362
2020/06/07,Castellón,Valencia,875,2565124,402480,2162644,579962,68362
2020/06/07,Castellón,Tarragona,665,804664,96314,708350,579962,68362
2020/06/07,Ceuta,Ceuta,8001,84777,8501,76276,84777,8432
2020/06/07,Ceuta,Cádiz,42,1240155,175344,1064811,84777,8432
2020/06/07,Ciudad Real,Córdoba,329,782979,94318,688661,495761,35777
2020/06/07,Ciudad Real,Toledo,152,694844,63203,631641,495761,35777
2020/06/07,Ciudad Real,Albacete,382,388167,31179,356988,495761,35777
2020/06/07,Ciudad Real,Badajoz,57,673559,71837,601722,495761,35777
2020/06/07,Ciudad Real,Ciudad Real,24326,495761,36143,459618,495761,35777
2020/06/07,Ciudad Real,Cuenca,44,196329,16030,180299,495761,35777
2020/06/07,Córdoba,Ciudad Real,164,495761,36143,459618,782979,94096
2020/06/07,Córdoba,Badajoz,203,673559,71837,601722,782979,94096
2020/06/07,Córdoba,Jaén,521,633564,61918,571646,782979,94096
2020/06/07,Córdoba,Sevilla,1502,1942389,257924,1684465,782979,94096
2020/06/07,Córdoba,Málaga,126,1661785,217145,1444640,782979,94096
2020/06/07,Córdoba,Granada,131,914678,119059,795619,782979,94096
2020/06/07,Córdoba,Córdoba,71679,782979,94318,688661,782979,94096
2020/06/07,Coruña,Lugo,419,329587,36963,292624,1119596,152996
2020/06/07,Coruña,Pontevedra,4132,942665,133822,808843,1119596,152996
2020/06/07,Coruña,Coruña,114724,1119596,151696,967900,1119596,152996
2020/06/07,Cuenca,Albacete,630,388167,31179,356988,196329,16368
2020/06/07,Cuenca,Ciudad Real,43,495761,36143,459618,196329,16368
2020/06/07,Cuenca,Valencia,121,2565124,402480,2162644,196329,16368
2020/06/07,Cuenca,Cuenca,10176,196329,16030,180299,196329,16368
2020/06/07,Cuenca,Guadalajara,58,257762,28030,229732,196329,16368
2020/06/07,Cuenca,Madrid,27,6663394,890959,5772435,196329,16368
2020/06/07,Cuenca,Toledo,34,694844,63203,631641,196329,16368
2020/06/07,Gipuzkoa,Bizkaia,490,1152934,169405,983529,723576,81102
2020/06/07,Gipuzkoa,Gipuzkoa,63198,723576,80648,642928,723576,81102
2020/06/07,Gipuzkoa,Araba,49,331549,41122,290427,723576,81102
2020/06/07,Gipuzkoa,Navarra,176,654183,77496,576687,723576,81102
2020/06/07,Girona,Lleida,158,434930,48494,386436,771044,84021
2020/06/07,Girona,Barcelona,1978,5664579,752336,4912243,771044,84021
2020/06/07,Girona,Girona,56834,771044,84404,686640,771044,84021
2020/06/07,Granada,Murcia,37,1493898,204787,1289111,914678,118718
2020/06/07,Granada,Málaga,189,1661785,217145,1444640,914678,118718
2020/06/07,Granada,Granada,88526,914678,119059,795619,914678,118718
2020/06/07,Granada,Jaén,359,633564,61918,571646,914678,118718
2020/06/07,Granada,Córdoba,236,782979,94318,688661,914678,118718
2020/06/07,Granada,Almería,884,716820,79108,637712,914678,118718
2020/06/07,Guadalajara,Guadalajara,19353,257762,28030,229732,257762,28628
2020/06/07,Guadalajara,Madrid,1212,6663394,890959,5772435,257762,28628
2020/06/07,Guadalajara,Cuenca,70,196329,16030,180299,257762,28628
2020/06/07,Guadalajara,Zaragoza,27,964724,136231,828493,257762,28628
2020/06/07,Huelva,Huelva,46916,521870,58381,463489,521870,58788
2020/06/07,Huelva,Badajoz,283,673559,71837,601722,521870,58788
2020/06/07,Huelva,Sevilla,392,1942389,257924,1684465,521870,58788
2020/06/07,Huelva,Cádiz,594,1240155,175344,1064811,521870,58788
2020/06/07,Huesca,Lleida,833,434930,48494,386436,220461,24148
2020/06/07,Huesca,Huesca,16842,220461,22708,197753,220461,24148
2020/06/07,Huesca,Zaragoza,245,964724,136231,828493,220461,24148
2020/06/07,Jaén,Albacete,16,388167,31179,356988,633564,61676
2020/06/07,Jaén,Jaén,45812,633564,61918,571646,633564,61676
2020/06/07,Jaén,Córdoba,627,782979,94318,688661,633564,61676
2020/06/07,Jaén,Granada,279,914678,119059,795619,633564,61676
2020/06/07,Las Palmas de Gran Canaria,Santa Cruz de Tenerife,49,1032983,141367,891616,1120406,159536
2020/06/07,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,149290,1120406,160169,960237,1120406,159536
2020/06/07,León,Palencia,27,160866,16325,144541,460001,51165
2020/06/07,León,Lugo,37,329587,36963,292624,460001,51165
2020/06/07,León,Valladolid,60,519546,59839,459707,460001,51165
2020/06/07,León,Asturias,38,1022800,120623,902177,460001,51165
2020/06/07,León,León,39381,460001,51307,408694,460001,51165
2020/06/07,León,Zamora,46,172539,15826,156713,460001,51165
2020/06/07,León,Ourense,75,307651,40920,266731,460001,51165
2020/06/07,Lleida,Lleida,33900,434930,48494,386436,434930,47050
2020/06/07,Lleida,Tarragona,16,804664,96314,708350,434930,47050
2020/06/07,Lleida,Barcelona,141,5664579,752336,4912243,434930,47050
2020/06/07,Lleida,Girona,193,771044,84404,686640,434930,47050
2020/06/07,Lleida,Zaragoza,175,964724,136231,828493,434930,47050
2020/06/07,Lleida,Huesca,375,220461,22708,197753,434930,47050
2020/06/07,Lugo,Asturias,536,1022800,120623,902177,329587,37812
2020/06/07,Lugo,Ourense,102,307651,40920,266731,329587,37812
2020/06/07,Lugo,Coruña,445,1119596,151696,967900,329587,37812
2020/06/07,Lugo,León,78,460001,51307,408694,329587,37812
2020/06/07,Lugo,Lugo,27040,329587,36963,292624,329587,37812
2020/06/07,Madrid,Ávila,274,157640,13693,143947,6663394,892387
2020/06/07,Madrid,Guadalajara,1455,257762,28030,229732,6663394,892387
2020/06/07,Madrid,Toledo,2425,694844,63203,631641,6663394,892387
2020/06/07,Madrid,Cuenca,58,196329,16030,180299,6663394,892387
2020/06/07,Madrid,Madrid,539744,6663394,890959,5772435,6663394,892387
2020/06/07,Málaga,Sevilla,87,1942389,257924,1684465,1661785,216419
2020/06/07,Málaga,Granada,234,914678,119059,795619,1661785,216419
2020/06/07,Málaga,Cádiz,837,1240155,175344,1064811,1661785,216419
2020/06/07,Málaga,Córdoba,170,782979,94318,688661,1661785,216419
2020/06/07,Málaga,Málaga,182531,1661785,217145,1444640,1661785,216419
2020/06/07,Melilla,Melilla,11902,86487,12036,74451,86487,12035
2020/06/07,Murcia,Murcia,169839,1493898,204787,1289111,1493898,202605
2020/06/07,Murcia,Albacete,162,388167,31179,356988,1493898,202605
2020/06/07,Murcia,Granada,34,914678,119059,795619,1493898,202605
2020/06/07,Murcia,Alicante,2149,1858683,272326,1586357,1493898,202605
2020/06/07,Murcia,Almería,857,716820,79108,637712,1493898,202605
2020/06/07,Navarra,Zaragoza,318,964724,136231,828493,654183,78083
2020/06/07,Navarra,Araba,51,331549,41122,290427,654183,78083
2020/06/07,Navarra,Gipuzkoa,251,723576,80648,642928,654183,78083
2020/06/07,Navarra,Rioja,837,316798,33922,282876,654183,78083
2020/06/07,Navarra,Navarra,58092,654183,77496,576687,654183,78083
2020/06/07,Ourense,Ourense,32958,307651,40920,266731,307651,41228
2020/06/07,Ourense,León,128,460001,51307,408694,307651,41228
2020/06/07,Ourense,Pontevedra,150,942665,133822,808843,307651,41228
2020/06/07,Ourense,Lugo,232,329587,36963,292624,307651,41228
2020/06/07,Palencia,Palencia,11974,160866,16325,144541,160866,16512
2020/06/07,Palencia,Valladolid,20,519546,59839,459707,160866,16512
2020/06/07,Palencia,Burgos,147,357072,29147,327925,160866,16512
2020/06/07,Palencia,Cantabria,39,580795,73921,506874,160866,16512
2020/06/07,Pontevedra,Pontevedra,104075,942665,133822,808843,942665,133986
2020/06/07,Pontevedra,Coruña,3696,1119596,151696,967900,942665,133986
2020/06/07,Pontevedra,Ourense,236,307651,40920,266731,942665,133986
2020/06/07,Rioja,Burgos,19,357072,29147,327925,316798,33354
2020/06/07,Rioja,Araba,356,331549,41122,290427,316798,33354
2020/06/07,Rioja,Navarra,806,654183,77496,576687,316798,33354
2020/06/07,Rioja,Rioja,27429,316798,33922,282876,316798,33354
2020/06/07,Salamanca,Salamanca,28874,330119,36389,293730,330119,36270
2020/06/07,Salamanca,Valladolid,28,519546,59839,459707,330119,36270
2020/06/07,Salamanca,Ávila,153,157640,13693,143947,330119,36270
2020/06/07,Santa Cruz de Tenerife,Santa Cruz de Tenerife,128231,1032983,141367,891616,1032983,141188
2020/06/07,Santa Cruz de Tenerife,Las Palmas de Gran Canaria,120,1120406,160169,960237,1032983,141188
2020/06/07,Segovia,Segovia,10313,153129,14519,138610,153129,14924
2020/06/07,Segovia,Burgos,64,357072,29147,327925,153129,14924
2020/06/07,Segovia,Valladolid,204,519546,59839,459707,153129,14924
2020/06/07,Segovia,Ávila,53,157640,13693,143947,153129,14924
2020/06/07,Sevilla,Málaga,32,1661785,217145,1444640,1942389,256914
2020/06/07,Sevilla,Sevilla,188907,1942389,257924,1684465,1942389,256914
2020/06/07,Sevilla,Huelva,422,521870,58381,463489,1942389,256914
2020/06/07,Sevilla,Badajoz,65,673559,71837,601722,1942389,256914
2020/06/07,Sevilla,Córdoba,1797,782979,94318,688661,1942389,256914
2020/06/07,Sevilla,Cádiz,744,1240155,175344,1064811,1942389,256914
2020/06/07,Soria,Soria,4276,88636,5406,83230,88636,5713
2020/06/07,Soria,Valladolid,32,519546,59839,459707,88636,5713
2020/06/07,Soria,Burgos,24,357072,29147,327925,88636,5713
2020/06/07,Soria,Zaragoza,27,964724,136231,828493,88636,5713
2020/06/07,Tarragona,Castellón,484,579962,66575,513387,804664,95638
2020/06/07,Tarragona,Teruel,49,134137,7589,126548,804664,95638
2020/06/07,Tarragona,Lleida,32,434930,48494,386436,804664,95638
2020/06/07,Tarragona,Tarragona,71727,804664,96314,708350,804664,95638
2020/06/07,Tarragona,Barcelona,1203,5664579,752336,4912243,804664,95638
2020/06/07,Teruel,Teruel,4889,134137,7589,126548,134137,8360
2020/06/07,Teruel,Valencia,26,2565124,402480,2162644,134137,8360
2020/06/07,Teruel,Zaragoza,173,964724,136231,828493,134137,8360
2020/06/07,Teruel,Tarragona,73,804664,96314,708350,134137,8360
2020/06/07,Toledo,Madrid,2062,6663394,890959,5772435,694844,64301
2020/06/07,Toledo,Murcia,16,1493898,204787,1289111,694844,64301
2020/06/07,Toledo,Ávila,295,157640,13693,143947,694844,64301
2020/06/07,Toledo,Ciudad Real,162,495761,36143,459618,694844,64301
2020/06/07,Toledo,Cáceres,218,394151,38161,355990,694844,64301
2020/06/07,Toledo,Toledo,36395,694844,63203,631641,694844,64301
2020/06/07,Valencia,Alicante,998,1858683,272326,1586357,2565124,400417
2020/06/07,Valencia,Cuenca,120,196329,16030,180299,2565124,400417
2020/06/07,Valencia,Castellón,601,579962,66575,513387,2565124,400417
2020/06/07,Valencia,Valencia,294656,2565124,402480,2162644,2565124,400417
2020/06/07,Valencia,Albacete,199,388167,31179,356988,2565124,400417
2020/06/07,Valencia,Teruel,26,134137,7589,126548,2565124,400417
2020/06/07,Valladolid,León,27,460001,51307,408694,519546,58980
2020/06/07,Valladolid,Valladolid,44379,519546,59839,459707,519546,58980
2020/06/07,Valladolid,Soria,20,88636,5406,83230,519546,58980
2020/06/07,Valladolid,Segovia,426,153129,14519,138610,519546,58980
2020/06/07,Valladolid,Burgos,95,357072,29147,327925,519546,58980
2020/06/07,Valladolid,Ávila,36,157640,13693,143947,519546,58980
2020/06/07,Valladolid,Zamora,96,172539,15826,156713,519546,58980
2020/06/07,Valladolid,Salamanca,41,330119,36389,293730,519546,58980
2020/06/07,Valladolid,Palencia,60,160866,16325,144541,519546,58980
2020/06/07,Zamora,Salamanca,37,330119,36389,293730,172539,15982
2020/06/07,Zamora,Zamora,11853,172539,15826,156713,172539,15982
2020/06/07,Zamora,Ourense,33,307651,40920,266731,172539,15982
2020/06/07,Zamora,Valladolid,123,519546,59839,459707,172539,15982
2020/06/07,Zaragoza,Huesca,200,220461,22708,197753,964724,134123
2020/06/07,Zaragoza,Lleida,128,434930,48494,386436,964724,134123
2020/06/07,Zaragoza,Soria,51,88636,5406,83230,964724,134123
2020/06/07,Zaragoza,Teruel,112,134137,7589,126548,964724,134123
2020/06/07,Zaragoza,Zaragoza,106190,964724,136231,828493,964724,134123
2020/06/07,Zaragoza,Navarra,340,654183,77496,576687,964724,134123
2020/06/08,Albacete,Cuenca,802,196329,24090,172239,388167,43418
2020/06/08,Albacete,Murcia,521,1493898,236923,1256975,388167,43418
2020/06/08,Albacete,Alicante,225,1858683,303151,1555532,388167,43418
2020/06/08,Albacete,Valencia,298,2565124,465744,2099380,388167,43418
2020/06/08,Albacete,Albacete,27330,388167,43205,344962,388167,43418
2020/06/08,Albacete,Jaén,49,633564,83723,549841,388167,43418
2020/06/08,Albacete,Ciudad Real,646,495761,56998,438763,388167,43418
2020/06/08,Alicante,Murcia,2895,1493898,236923,1256975,1858683,306580
2020/06/08,Alicante,Valencia,1284,2565124,465744,2099380,1858683,306580
2020/06/08,Alicante,Albacete,382,388167,43205,344962,1858683,306580
2020/06/08,Alicante,Alicante,235888,1858683,303151,1555532,1858683,306580
2020/06/08,Almería,Alicante,17,1858683,303151,1555532,716820,106888
2020/06/08,Almería,Almería,84615,716820,104642,612178,716820,106888
2020/06/08,Almería,Granada,749,914678,153142,761536,716820,106888
2020/06/08,Almería,Murcia,1585,1493898,236923,1256975,716820,106888
2020/06/08,Araba,Gipuzkoa,524,723576,124324,599252,331549,73734
2020/06/08,Araba,Rioja,1902,316798,52945,263853,331549,73734
2020/06/08,Araba,Navarra,169,654183,116269,537914,331549,73734
2020/06/08,Araba,Araba,52655,331549,64698,266851,331549,73734
2020/06/08,Araba,Bizkaia,1863,1152934,250217,902717,331549,73734
2020/06/08,Araba,Burgos,2028,357072,51657,305415,331549,73734
2020/06/08,Asturias,Lugo,1080,329587,53561,276026,1022800,177757
2020/06/08,Asturias,Cantabria,236,580795,103528,477267,1022800,177757
2020/06/08,Asturias,Asturias,145356,1022800,179613,843187,1022800,177757
2020/06/08,Asturias,León,54,460001,78673,381328,1022800,177757
2020/06/08,Ávila,Segovia,86,153129,23050,130079,157640,22014
2020/06/08,Ávila,Madrid,89,6663394,1238786,5424608,157640,22014
2020/06/08,Ávila,Ávila,13821,157640,21395,136245,157640,22014
2020/06/08,Ávila,Valladolid,77,519546,98238,421308,157640,22014
2020/06/08,Ávila,Salamanca,357,330119,55483,274636,157640,22014
2020/06/08,Ávila,Toledo,312,694844,104087,590757,157640,22014
2020/06/08,Ávila,Cáceres,127,394151,53716,340435,157640,22014
2020/06/08,Badajoz,Ciudad Real,43,495761,56998,438763,673559,101213
2020/06/08,Badajoz,Huelva,233,521870,83654,438216,673559,101213
2020/06/08,Badajoz,Badajoz,76383,673559,103009,570550,673559,101213
2020/06/08,Badajoz,Córdoba,85,782979,131539,651440,673559,101213
2020/06/08,Badajoz,Sevilla,73,1942389,368060,1574329,673559,101213
2020/06/08,Badajoz,Cáceres,1416,394151,53716,340435,673559,101213
2020/06/08,Balears,Balears,161869,1149460,181845,967615,1149460,183485
2020/06/08,Balears,Valencia,28,2565124,465744,2099380,1149460,183485
2020/06/08,Barcelona,Girona,2775,771044,107419,663625,5664579,1059562
2020/06/08,Barcelona,Lleida,224,434930,69567,365363,5664579,1059562
2020/06/08,Barcelona,Tarragona,2399,804664,123251,681413,5664579,1059562
2020/06/08,Barcelona,Barcelona,660726,5664579,1058786,4605793,5664579,1059562
2020/06/08,Bizkaia,Araba,1156,331549,64698,266851,1152934,246836
2020/06/08,Bizkaia,Bizkaia,192977,1152934,250217,902717,1152934,246836
2020/06/08,Bizkaia,Burgos,100,357072,51657,305415,1152934,246836
2020/06/08,Bizkaia,Cantabria,3372,580795,103528,477267,1152934,246836
2020/06/08,Bizkaia,Gipuzkoa,1361,723576,124324,599252,1152934,246836
2020/06/08,Burgos,Burgos,38475,357072,51657,305415,357072,53771
2020/06/08,Burgos,Bizkaia,133,1152934,250217,902717,357072,53771
2020/06/08,Burgos,Segovia,88,153129,23050,130079,357072,53771
2020/06/08,Burgos,Cantabria,30,580795,103528,477267,357072,53771
2020/06/08,Burgos,Araba,915,331549,64698,266851,357072,53771
2020/06/08,Burgos,Palencia,180,160866,25606,135260,357072,53771
2020/06/08,Burgos,Rioja,94,316798,52945,263853,357072,53771
2020/06/08,Burgos,Valladolid,120,519546,98238,421308,357072,53771
2020/06/08,Burgos,Soria,54,88636,9183,79453,357072,53771
2020/06/08,Cáceres,Toledo,206,694844,104087,590757,394151,53597
2020/06/08,Cáceres,Ávila,150,157640,21395,136245,394151,53597
2020/06/08,Cáceres,Badajoz,1302,673559,103009,570550,394151,53597
2020/06/08,Cáceres,Cáceres,36845,394151,53716,340435,394151,53597
2020/06/08,Cádiz,Cádiz,175021,1240155,212094,1028061,1240155,217595
2020/06/08,Cádiz,Melilla,953,86487,14649,71838,1240155,217595
2020/06/08,Cádiz,Sevilla,1336,1942389,368060,1574329,1240155,217595
2020/06/08,Cádiz,Ceuta,84,84777,11673,73104,1240155,217595
2020/06/08,Cádiz,Málaga,1687,1661785,287232,1374553,1240155,217595
2020/06/08,Cádiz,Huelva,650,521870,83654,438216,1240155,217595
2020/06/08,Cantabria,Cantabria,75142,580795,103528,477267,580795,96351
2020/06/08,Cantabria,Asturias,202,1022800,179613,843187,580795,96351
2020/06/08,Cantabria,Palencia,86,160866,25606,135260,580795,96351
2020/06/08,Cantabria,Bizkaia,593,1152934,250217,902717,580795,96351
2020/06/08,Castellón,Valencia,684,2565124,465744,2099380,579962,88755
2020/06/08,Castellón,Teruel,42,134137,12457,121680,579962,88755
2020/06/08,Castellón,Tarragona,909,804664,123251,681413,579962,88755
2020/06/08,Castellón,Castellón,62668,579962,83240,496722,579962,88755
2020/06/08,Ceuta,Cádiz,116,1240155,212094,1028061,84777,11749
2020/06/08,Ceuta,Ceuta,11098,84777,11673,73104,84777,11749
2020/06/08,Ciudad Real,Albacete,411,388167,43205,344962,495761,52100
2020/06/08,Ciudad Real,Toledo,480,694844,104087,590757,495761,52100
2020/06/08,Ciudad Real,Cuenca,89,196329,24090,172239,495761,52100
2020/06/08,Ciudad Real,Ciudad Real,35079,495761,56998,438763,495761,52100
2020/06/08,Ciudad Real,Córdoba,360,782979,131539,651440,495761,52100
2020/06/08,Ciudad Real,Badajoz,79,673559,103009,570550,495761,52100
2020/06/08,Córdoba,Málaga,333,1661785,287232,1374553,782979,126954
2020/06/08,Córdoba,Badajoz,151,673559,103009,570550,782979,126954
2020/06/08,Córdoba,Ciudad Real,306,495761,56998,438763,782979,126954
2020/06/08,Córdoba,Córdoba,92267,782979,131539,651440,782979,126954
2020/06/08,Córdoba,Sevilla,2196,1942389,368060,1574329,782979,126954
2020/06/08,Córdoba,Jaén,864,633564,83723,549841,782979,126954
2020/06/08,Córdoba,Granada,106,914678,153142,761536,782979,126954
2020/06/08,Coruña,Lugo,745,329587,53561,276026,1119596,221210
2020/06/08,Coruña,Pontevedra,6294,942665,193929,748736,1119596,221210
2020/06/08,Coruña,Coruña,169812,1119596,222152,897444,1119596,221210
